"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Borstkanker";"C50";1985;"Totaal";" 70-74";361;76,5;67,7;"";""
"Borstkanker";"C50";1985;"Mannen";" 75-79";1;0,7;0,7;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 75-79";364;164,2;164,2;"";""
"Borstkanker";"C50";1985;"Totaal";" 75-79";365;102,3;87;"";""
"Borstkanker";"C50";1985;"Mannen";" 80-84";4;5,2;5,2;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 80-84";322;216,5;216,5;"";""
"Borstkanker";"C50";1985;"Totaal";" 80-84";326;144,2;123,9;"";""
"Borstkanker";"C50";1985;"Mannen";" 85+";2;4,3;4,3;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 85+";353;339,5;339,5;"";""
"Borstkanker";"C50";1985;"Totaal";" 85+";355;235,9;222,5;"";""
"Borstkanker";"C50";1985;"Mannen";" Totaal";14;0,2;0,4;"";""
"Borstkanker";"C50";1985;"Vrouwen";" Totaal";3052;41,7;59,6;"";""
"Borstkanker";"C50";1985;"Totaal";" Totaal";3066;21,2;30,1;"122704";"2.5"
"Borstkanker";"C50";1986;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1986;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1986;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1986;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1986;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1986;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1986;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1986;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1986;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1986;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1986;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1986;"Totaal";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1986;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 25-29";8;1,3;1,3;"";""
"Borstkanker";"C50";1986;"Totaal";" 25-29";8;0,7;0,7;"";""
"Borstkanker";"C50";1986;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 30-34";20;3,5;3,5;"";""
"Borstkanker";"C50";1986;"Totaal";" 30-34";20;1,7;1,7;"";""
"Borstkanker";"C50";1986;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 35-39";81;13,9;13,9;"";""
"Borstkanker";"C50";1986;"Totaal";" 35-39";81;6,8;6,9;"";""
"Borstkanker";"C50";1986;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 40-44";132;28,1;28,1;"";""
"Borstkanker";"C50";1986;"Totaal";" 40-44";132;13,6;14;"";""
"Borstkanker";"C50";1986;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 45-49";155;38,8;38,8;"";""
"Borstkanker";"C50";1986;"Totaal";" 45-49";155;18,9;19,5;"";""
"Borstkanker";"C50";1986;"Mannen";" 50-54";1;0,3;0,3;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 50-54";238;63,8;63,8;"";""
"Borstkanker";"C50";1986;"Totaal";" 50-54";239;31,8;32;"";""
"Borstkanker";"C50";1986;"Mannen";" 55-59";3;0,9;0,9;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 55-59";331;90,4;90,4;"";""
"Borstkanker";"C50";1986;"Totaal";" 55-59";334;46,7;45,5;"";""
"Borstkanker";"C50";1986;"Mannen";" 60-64";4;1,3;1,3;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 60-64";389;108,6;108,6;"";""
"Borstkanker";"C50";1986;"Totaal";" 60-64";393;58,2;55,1;"";""
"Borstkanker";"C50";1986;"Mannen";" 65-69";4;1,6;1,6;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 65-69";333;107,6;107,6;"";""
"Borstkanker";"C50";1986;"Totaal";" 65-69";337;59,7;55,2;"";""
"Borstkanker";"C50";1986;"Mannen";" 70-74";3;1,5;1,5;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 70-74";353;128,4;128,4;"";""
"Borstkanker";"C50";1986;"Totaal";" 70-74";356;75;66,5;"";""
"Borstkanker";"C50";1986;"Mannen";" 75-79";7;5,1;5,1;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 75-79";312;139,2;139,2;"";""
"Borstkanker";"C50";1986;"Totaal";" 75-79";319;88,5;75,9;"";""
"Borstkanker";"C50";1986;"Mannen";" 80-84";4;5,1;5,1;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 80-84";317;206,9;206,9;"";""
"Borstkanker";"C50";1986;"Totaal";" 80-84";321;138,6;118,5;"";""
"Borstkanker";"C50";1986;"Mannen";" 85+";2;4,3;4,3;"";""
"Borstkanker";"C50";1986;"Vrouwen";" 85+";371;340,9;340,9;"";""
"Borstkanker";"C50";1986;"Totaal";" 85+";373;239,4;223,4;"";""
"Borstkanker";"C50";1986;"Mannen";" Totaal";28;0,4;0,7;"";""
"Borstkanker";"C50";1986;"Vrouwen";" Totaal";3040;41,3;58,3;"";""
"Borstkanker";"C50";1986;"Totaal";" Totaal";3068;21,1;29,7;"125307";"2.4"
"Borstkanker";"C50";1987;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1987;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1987;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1987;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1987;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1987;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1987;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1987;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1987;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1987;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1987;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 20-24";2;0,3;0,3;"";""
"Borstkanker";"C50";1987;"Totaal";" 20-24";2;0,2;0,2;"";""
"Borstkanker";"C50";1987;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 25-29";9;1,5;1,5;"";""
"Borstkanker";"C50";1987;"Totaal";" 25-29";9;0,7;0,7;"";""
"Borstkanker";"C50";1987;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 30-34";30;5,2;5,2;"";""
"Borstkanker";"C50";1987;"Totaal";" 30-34";30;2,6;2,6;"";""
"Borstkanker";"C50";1987;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 35-39";74;13;13;"";""
"Borstkanker";"C50";1987;"Totaal";" 35-39";74;6,3;6,5;"";""
"Borstkanker";"C50";1987;"Mannen";" 40-44";1;0,2;0,2;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 40-44";142;27,7;27,7;"";""
"Borstkanker";"C50";1987;"Totaal";" 40-44";143;13,5;14;"";""
"Borstkanker";"C50";1987;"Mannen";" 45-49";1;0,2;0,2;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 45-49";181;44,5;44,5;"";""
"Borstkanker";"C50";1987;"Totaal";" 45-49";182;21,8;22,5;"";""
"Borstkanker";"C50";1987;"Mannen";" 50-54";1;0,3;0,3;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 50-54";244;65,5;65,5;"";""
"Borstkanker";"C50";1987;"Totaal";" 50-54";245;32,6;32,8;"";""
"Borstkanker";"C50";1987;"Mannen";" 55-59";1;0,3;0,3;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 55-59";292;79,3;79,3;"";""
"Borstkanker";"C50";1987;"Totaal";" 55-59";293;40,6;39,7;"";""
"Borstkanker";"C50";1987;"Mannen";" 60-64";6;1,9;1,9;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 60-64";378;106,2;106,2;"";""
"Borstkanker";"C50";1987;"Totaal";" 60-64";384;57,1;54,3;"";""
"Borstkanker";"C50";1987;"Mannen";" 65-69";1;0,4;0,4;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 65-69";371;116,4;116,4;"";""
"Borstkanker";"C50";1987;"Totaal";" 65-69";372;64;59,1;"";""
"Borstkanker";"C50";1987;"Mannen";" 70-74";2;1;1;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 70-74";400;145,1;145,1;"";""
"Borstkanker";"C50";1987;"Totaal";" 70-74";402;84,4;74,8;"";""
"Borstkanker";"C50";1987;"Mannen";" 75-79";4;2,9;2,9;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 75-79";362;159,4;159,4;"";""
"Borstkanker";"C50";1987;"Totaal";" 75-79";366;100,2;85,4;"";""
"Borstkanker";"C50";1987;"Mannen";" 80-84";2;2,5;2,5;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 80-84";327;207,7;207,7;"";""
"Borstkanker";"C50";1987;"Totaal";" 80-84";329;139;117,8;"";""
"Borstkanker";"C50";1987;"Mannen";" 85+";0;0;0;"";""
"Borstkanker";"C50";1987;"Vrouwen";" 85+";417;364,5;364,5;"";""
"Borstkanker";"C50";1987;"Totaal";" 85+";417;256,8;237,3;"";""
"Borstkanker";"C50";1987;"Mannen";" Totaal";19;0,3;0,4;"";""
"Borstkanker";"C50";1987;"Vrouwen";" Totaal";3229;43,5;60,9;"";""
"Borstkanker";"C50";1987;"Totaal";" Totaal";3248;22,1;30,8;"122199";"2.7"
"Borstkanker";"C50";1988;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1988;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1988;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1988;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1988;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1988;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1988;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1988;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1988;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1988;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1988;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Borstkanker";"C50";1988;"Totaal";" 20-24";1;0,1;0,1;"";""
"Borstkanker";"C50";1988;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 25-29";8;1,3;1,3;"";""
"Borstkanker";"C50";1988;"Totaal";" 25-29";8;0,6;0,6;"";""
"Borstkanker";"C50";1988;"Mannen";" 30-34";1;0,2;0,2;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 30-34";29;5;5;"";""
"Borstkanker";"C50";1988;"Totaal";" 30-34";30;2,5;2,5;"";""
"Borstkanker";"C50";1988;"Mannen";" 35-39";1;0,2;0,2;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 35-39";81;14,4;14,4;"";""
"Borstkanker";"C50";1988;"Totaal";" 35-39";82;7,1;7,2;"";""
"Borstkanker";"C50";1988;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 40-44";137;25,2;25,2;"";""
"Borstkanker";"C50";1988;"Totaal";" 40-44";137;12,2;12,6;"";""
"Borstkanker";"C50";1988;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 45-49";187;44,9;44,9;"";""
"Borstkanker";"C50";1988;"Totaal";" 45-49";187;21,8;22,6;"";""
"Borstkanker";"C50";1988;"Mannen";" 50-54";0;0;0;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 50-54";254;67,7;67,7;"";""
"Borstkanker";"C50";1988;"Totaal";" 50-54";254;33,5;33,8;"";""
"Borstkanker";"C50";1988;"Mannen";" 55-59";1;0,3;0,3;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 55-59";318;86,2;86,2;"";""
"Borstkanker";"C50";1988;"Totaal";" 55-59";319;43,9;43,1;"";""
"Borstkanker";"C50";1988;"Mannen";" 60-64";1;0,3;0,3;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 60-64";341;96,4;96,4;"";""
"Borstkanker";"C50";1988;"Totaal";" 60-64";342;51;48,5;"";""
"Borstkanker";"C50";1988;"Mannen";" 65-69";3;1,1;1,1;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 65-69";371;112,7;112,7;"";""
"Borstkanker";"C50";1988;"Totaal";" 65-69";374;62,2;57,6;"";""
"Borstkanker";"C50";1988;"Mannen";" 70-74";2;1;1;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 70-74";384;140,3;140,3;"";""
"Borstkanker";"C50";1988;"Totaal";" 70-74";386;81,5;72,3;"";""
"Borstkanker";"C50";1988;"Mannen";" 75-79";2;1,4;1,4;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 75-79";407;176,2;176,2;"";""
"Borstkanker";"C50";1988;"Totaal";" 75-79";409;109,9;93,6;"";""
"Borstkanker";"C50";1988;"Mannen";" 80-84";2;2,5;2,5;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 80-84";348;214,9;214,9;"";""
"Borstkanker";"C50";1988;"Totaal";" 80-84";350;144,3;121,8;"";""
"Borstkanker";"C50";1988;"Mannen";" 85+";1;2;2;"";""
"Borstkanker";"C50";1988;"Vrouwen";" 85+";418;347,3;347,3;"";""
"Borstkanker";"C50";1988;"Totaal";" 85+";419;247,1;226,8;"";""
"Borstkanker";"C50";1988;"Mannen";" Totaal";14;0,2;0,3;"";""
"Borstkanker";"C50";1988;"Vrouwen";" Totaal";3284;44;60,7;"";""
"Borstkanker";"C50";1988;"Totaal";" Totaal";3298;22,3;30,7;"124163";"2.7"
"Borstkanker";"C50";1989;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1989;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1989;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1989;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1989;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1989;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1989;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1989;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1989;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1989;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1989;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Borstkanker";"C50";1989;"Totaal";" 20-24";1;0,1;0,1;"";""
"Borstkanker";"C50";1989;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 25-29";5;0,8;0,8;"";""
"Borstkanker";"C50";1989;"Totaal";" 25-29";5;0,4;0,4;"";""
"Borstkanker";"C50";1989;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 30-34";29;4,9;4,9;"";""
"Borstkanker";"C50";1989;"Totaal";" 30-34";29;2,4;2,4;"";""
"Borstkanker";"C50";1989;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 35-39";77;13,7;13,7;"";""
"Borstkanker";"C50";1989;"Totaal";" 35-39";77;6,7;6,8;"";""
"Borstkanker";"C50";1989;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 40-44";149;26,4;26,4;"";""
"Borstkanker";"C50";1989;"Totaal";" 40-44";149;12,8;13,2;"";""
"Borstkanker";"C50";1989;"Mannen";" 45-49";1;0,2;0,2;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 45-49";193;44,9;44,9;"";""
"Borstkanker";"C50";1989;"Totaal";" 45-49";194;22;22,7;"";""
"Borstkanker";"C50";1989;"Mannen";" 50-54";2;0,5;0,5;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 50-54";246;64,6;64,6;"";""
"Borstkanker";"C50";1989;"Totaal";" 50-54";248;32,1;32,5;"";""
"Borstkanker";"C50";1989;"Mannen";" 55-59";0;0;0;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 55-59";303;82,4;82,4;"";""
"Borstkanker";"C50";1989;"Totaal";" 55-59";303;41,7;41;"";""
"Borstkanker";"C50";1989;"Mannen";" 60-64";2;0,6;0,6;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 60-64";350;99,4;99,4;"";""
"Borstkanker";"C50";1989;"Totaal";" 60-64";352;52,6;50,2;"";""
"Borstkanker";"C50";1989;"Mannen";" 65-69";3;1,1;1,1;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 65-69";384;112,9;112,9;"";""
"Borstkanker";"C50";1989;"Totaal";" 65-69";387;62,3;57,7;"";""
"Borstkanker";"C50";1989;"Mannen";" 70-74";3;1,5;1,5;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 70-74";370;136,5;136,5;"";""
"Borstkanker";"C50";1989;"Totaal";" 70-74";373;79,5;70,6;"";""
"Borstkanker";"C50";1989;"Mannen";" 75-79";4;2,8;2,8;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 75-79";453;193,4;193,4;"";""
"Borstkanker";"C50";1989;"Totaal";" 75-79";457;120,9;103,3;"";""
"Borstkanker";"C50";1989;"Mannen";" 80-84";1;1,2;1,2;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 80-84";366;220,3;220,3;"";""
"Borstkanker";"C50";1989;"Totaal";" 80-84";367;148,1;124,3;"";""
"Borstkanker";"C50";1989;"Mannen";" 85+";2;4;4;"";""
"Borstkanker";"C50";1989;"Vrouwen";" 85+";439;350,3;350,3;"";""
"Borstkanker";"C50";1989;"Totaal";" 85+";441;251,7;229,4;"";""
"Borstkanker";"C50";1989;"Mannen";" Totaal";18;0,2;0,4;"";""
"Borstkanker";"C50";1989;"Vrouwen";" Totaal";3365;44,8;61,2;"";""
"Borstkanker";"C50";1989;"Totaal";" Totaal";3383;22,8;31;"128905";"2.6"
"Borstkanker";"C50";1990;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1990;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1990;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1990;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1990;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1990;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1990;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1990;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1990;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 15-19";1;0,2;0,2;"";""
"Borstkanker";"C50";1990;"Totaal";" 15-19";1;0,1;0,1;"";""
"Borstkanker";"C50";1990;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 20-24";2;0,3;0,3;"";""
"Borstkanker";"C50";1990;"Totaal";" 20-24";2;0,2;0,2;"";""
"Borstkanker";"C50";1990;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 25-29";7;1,1;1,1;"";""
"Borstkanker";"C50";1990;"Totaal";" 25-29";7;0,5;0,5;"";""
"Borstkanker";"C50";1990;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 30-34";36;6;6;"";""
"Borstkanker";"C50";1990;"Totaal";" 30-34";36;2,9;3;"";""
"Borstkanker";"C50";1990;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 35-39";79;14;14;"";""
"Borstkanker";"C50";1990;"Totaal";" 35-39";79;6,9;7;"";""
"Borstkanker";"C50";1990;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 40-44";154;26,5;26,5;"";""
"Borstkanker";"C50";1990;"Totaal";" 40-44";154;12,9;13,2;"";""
"Borstkanker";"C50";1990;"Mannen";" 45-49";1;0,2;0,2;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 45-49";174;39,4;39,4;"";""
"Borstkanker";"C50";1990;"Totaal";" 45-49";175;19,3;19,9;"";""
"Borstkanker";"C50";1990;"Mannen";" 50-54";1;0,2;0,2;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 50-54";258;66,4;66,4;"";""
"Borstkanker";"C50";1990;"Totaal";" 50-54";259;32,8;33,3;"";""
"Borstkanker";"C50";1990;"Mannen";" 55-59";3;0,8;0,8;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 55-59";310;84,5;84,5;"";""
"Borstkanker";"C50";1990;"Totaal";" 55-59";313;43;42,5;"";""
"Borstkanker";"C50";1990;"Mannen";" 60-64";1;0,3;0,3;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 60-64";378;107,2;107,2;"";""
"Borstkanker";"C50";1990;"Totaal";" 60-64";379;56,2;54;"";""
"Borstkanker";"C50";1990;"Mannen";" 65-69";3;1,1;1,1;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 65-69";419;122,1;122,1;"";""
"Borstkanker";"C50";1990;"Totaal";" 65-69";422;67,3;62,3;"";""
"Borstkanker";"C50";1990;"Mannen";" 70-74";2;1;1;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 70-74";371;134,7;134,7;"";""
"Borstkanker";"C50";1990;"Totaal";" 70-74";373;78;69,4;"";""
"Borstkanker";"C50";1990;"Mannen";" 75-79";2;1,4;1,4;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 75-79";364;154,1;154,1;"";""
"Borstkanker";"C50";1990;"Totaal";" 75-79";366;95,8;81,9;"";""
"Borstkanker";"C50";1990;"Mannen";" 80-84";3;3,6;3,6;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 80-84";361;213,1;213,1;"";""
"Borstkanker";"C50";1990;"Totaal";" 80-84";364;144,3;121,3;"";""
"Borstkanker";"C50";1990;"Mannen";" 85+";4;8;8;"";""
"Borstkanker";"C50";1990;"Vrouwen";" 85+";379;291,5;291,5;"";""
"Borstkanker";"C50";1990;"Totaal";" 85+";383;212,4;192,5;"";""
"Borstkanker";"C50";1990;"Mannen";" Totaal";20;0,3;0,5;"";""
"Borstkanker";"C50";1990;"Vrouwen";" Totaal";3293;43,5;58,7;"";""
"Borstkanker";"C50";1990;"Totaal";" Totaal";3313;22,2;29,7;"128824";"2.6"
"Borstkanker";"C50";1991;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1991;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1991;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1991;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1991;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1991;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1991;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 10-14";1;0,2;0,2;"";""
"Borstkanker";"C50";1991;"Totaal";" 10-14";1;0,1;0,1;"";""
"Borstkanker";"C50";1991;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1991;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1991;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1991;"Totaal";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1991;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 25-29";9;1,4;1,4;"";""
"Borstkanker";"C50";1991;"Totaal";" 25-29";9;0,7;0,7;"";""
"Borstkanker";"C50";1991;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 30-34";31;5,1;5,1;"";""
"Borstkanker";"C50";1991;"Totaal";" 30-34";31;2,5;2,5;"";""
"Borstkanker";"C50";1991;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 35-39";68;11,9;11,9;"";""
"Borstkanker";"C50";1991;"Totaal";" 35-39";68;5,8;5,9;"";""
"Borstkanker";"C50";1991;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 40-44";149;25,6;25,6;"";""
"Borstkanker";"C50";1991;"Totaal";" 40-44";149;12,5;12,8;"";""
"Borstkanker";"C50";1991;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1991;"Vrouwen";" 45-49";223;47,6;47,6;"";""
"Borstkanker";"C50";1991;"Totaal";" 45-49";223;23,2;23,9;"";""
"Borstkanker";"C50";1991;"Mannen";" 50-54";0;0;0;"";""
