"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Baarmoederhalskanker";"C53";1985;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 20-24";2;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 20-24";2;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 25-29";3;0,5;0,5;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 25-29";3;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 30-34";5;0,9;0,9;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 30-34";5;0,4;0,4;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 35-39";18;3,1;3,1;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 35-39";18;1,5;1,5;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 40-44";9;2;2;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 40-44";9;1;1;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 45-49";16;4,1;4,1;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 45-49";16;2;2;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 50-54";18;4,8;4,8;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 50-54";18;2,4;2,4;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 55-59";27;7,4;7,4;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 55-59";27;3,8;3,7;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 60-64";36;10;10;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 60-64";36;5,3;5;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 65-69";42;14;14;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 65-69";42;7,7;7,1;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 70-74";38;13,9;13,9;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 70-74";38;8,1;7,1;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 75-79";28;12,6;12,6;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 75-79";28;7,9;6,7;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 80-84";21;14,1;14,1;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 80-84";21;9,3;7,9;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 85+";21;20,2;20,2;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 85+";21;14;13,1;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" Totaal";284;3,9;5,3;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" Totaal";284;2;2,7;"122704";"0.2"
"Baarmoederhalskanker";"C53";1986;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 20-24";2;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 20-24";2;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 25-29";4;0,7;0,7;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 25-29";4;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 30-34";12;2,1;2,1;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 30-34";12;1;1;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 35-39";9;1,5;1,5;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 35-39";9;0,8;0,8;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 40-44";18;3,8;3,8;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 40-44";18;1,9;1,9;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 45-49";17;4,3;4,3;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 45-49";17;2,1;2,1;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 50-54";16;4,3;4,3;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 50-54";16;2,1;2,1;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 55-59";25;6,8;6,8;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 55-59";25;3,5;3,4;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 60-64";37;10,3;10,3;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 60-64";37;5,5;5,2;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 65-69";46;14,9;14,9;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 65-69";46;8,2;7,5;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 70-74";39;14,2;14,2;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 70-74";39;8,2;7,3;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 75-79";31;13,8;13,8;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 75-79";31;8,6;7,3;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 80-84";30;19,6;19,6;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 80-84";30;13;11;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" 85+";26;23,9;23,9;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" 85+";26;16,7;15,6;"";""
"Baarmoederhalskanker";"C53";1986;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1986;"Vrouwen";" Totaal";312;4,2;5,7;"";""
"Baarmoederhalskanker";"C53";1986;"Totaal";" Totaal";312;2,1;2,9;"125307";"0.2"
"Baarmoederhalskanker";"C53";1987;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 25-29";3;0,5;0,5;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 25-29";3;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 30-34";6;1;1;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 30-34";6;0,5;0,5;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 35-39";11;1,9;1,9;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 35-39";11;0,9;1;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 40-44";8;1,6;1,6;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 40-44";8;0,8;0,8;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 45-49";29;7,1;7,1;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 45-49";29;3,5;3,6;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 50-54";16;4,3;4,3;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 50-54";16;2,1;2,1;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 55-59";24;6,5;6,5;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 55-59";24;3,3;3,2;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 60-64";31;8,7;8,7;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 60-64";31;4,6;4,4;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 65-69";44;13,8;13,8;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 65-69";44;7,6;7;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 70-74";44;16;16;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 70-74";44;9,2;8,2;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 75-79";37;16,3;16,3;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 75-79";37;10,1;8,6;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 80-84";25;15,9;15,9;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 80-84";25;10,6;8,9;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" 85+";23;20,1;20,1;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" 85+";23;14,2;13,1;"";""
"Baarmoederhalskanker";"C53";1987;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1987;"Vrouwen";" Totaal";301;4,1;5,5;"";""
"Baarmoederhalskanker";"C53";1987;"Totaal";" Totaal";301;2,1;2,8;"122199";"0.2"
"Baarmoederhalskanker";"C53";1988;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 20-24";1;0,1;0,1;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 25-29";2;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 25-29";2;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 30-34";8;1,4;1,4;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 30-34";8;0,7;0,7;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 35-39";11;2;2;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 35-39";11;1;1;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 40-44";18;3,3;3,3;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 40-44";18;1,6;1,7;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 45-49";19;4,6;4,6;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 45-49";19;2,2;2,3;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 50-54";17;4,5;4,5;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 50-54";17;2,2;2,3;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 55-59";22;6;6;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 55-59";22;3;3;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 60-64";41;11,6;11,6;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 60-64";41;6,1;5,8;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 65-69";46;14;14;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 65-69";46;7,7;7,1;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 70-74";44;16,1;16,1;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 70-74";44;9,3;8,2;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 75-79";40;17,3;17,3;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 75-79";40;10,8;9,1;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 80-84";30;18,5;18,5;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 80-84";30;12,4;10,4;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" 85+";35;29,1;29,1;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" 85+";35;20,6;18,9;"";""
"Baarmoederhalskanker";"C53";1988;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1988;"Vrouwen";" Totaal";334;4,5;6;"";""
"Baarmoederhalskanker";"C53";1988;"Totaal";" Totaal";334;2,3;3;"124163";"0.3"
"Baarmoederhalskanker";"C53";1989;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 25-29";3;0,5;0,5;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 25-29";3;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 30-34";12;2;2;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 30-34";12;1;1;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 35-39";18;3,2;3,2;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 35-39";18;1,6;1,6;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 40-44";16;2,8;2,8;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 40-44";16;1,4;1,4;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 45-49";13;3;3;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 45-49";13;1,5;1,5;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 50-54";16;4,2;4,2;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 50-54";16;2,1;2,1;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 55-59";17;4,6;4,6;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 55-59";17;2,3;2,3;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 60-64";28;8;8;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 60-64";28;4,2;4;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 65-69";45;13,2;13,2;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 65-69";45;7,2;6,7;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 70-74";29;10,7;10,7;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 70-74";29;6,2;5,5;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 75-79";41;17,5;17,5;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 75-79";41;10,8;9,2;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 80-84";32;19,3;19,3;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 80-84";32;12,9;10,8;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" 85+";21;16,8;16,8;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" 85+";21;12;10,9;"";""
"Baarmoederhalskanker";"C53";1989;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1989;"Vrouwen";" Totaal";291;3,9;5;"";""
"Baarmoederhalskanker";"C53";1989;"Totaal";" Totaal";291;2;2,5;"128905";"0.2"
"Baarmoederhalskanker";"C53";1990;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 25-29";4;0,6;0,6;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 25-29";4;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1990;"Vrouwen";" 30-34";10;1,7;1,7;"";""
"Baarmoederhalskanker";"C53";1990;"Totaal";" 30-34";10;0,8;0,8;"";""
"Baarmoederhalskanker";"C53";1990;"Mannen";" 35-39";0;0;0;"";""
